,d,svr,en,rfr
441,1239,89.85204476889612,-5813.001109538933,142.8457051498824
442,1233,209.24325608476056,-5767.549233223121,318.5995643890691
443,1240,85.07139890488929,-5818.012332990746,121.71272992863533
444,927,-10219.818483861209,-6726.5790171500375,-10224.989094977336
445,1221,557.5411940240375,-5604.059247072068,780.5113471797451
446,855,-15691.886609757956,-6008.728294146667,-16591.21775411869
447,1147,-1275.1828205344466,-5701.838223989019,-1186.3834429241679
448,1242,40.56198577730538,-5833.101943347087,91.73518309298106
449,1020,-4864.125509687542,-6090.348603708684,-4902.050224179431
450,1241,62.44451082635328,-5825.740719686104,126.01526038086377
451,1235,169.68747225468314,-5780.7572527618195,263.95147860347606
452,1244,-11.566113821839735,-5849.006048218989,55.11389045052715
453,1098,-3486.607717884489,-6210.970679442844,-3478.581405448655
454,1243,17.41338197664004,-5840.0191100429165,72.69778028547557
455,1245,-41.34682919801867,-5861.214413706197,-9.582812233200912
456,963,-7238.42440420084,-6351.90854506442,-7224.413814101388
457,1246,-78.90707998960215,-5871.143249644221,-66.58521178382534
458,1247,-126.67913441669998,-5882.799111144834,-101.85550527615806
459,951,-8197.169134354739,-6490.778832917695,-8239.480105734576
460,885,-15466.046962454722,-6874.53890656019,-15459.656236529754
461,1249,-210.44234549841394,-5904.204041751791,-179.30055930649883
462,1250,-287.69981738673073,-5919.995547448487,-242.00577732014835
463,1107,-3240.608425489755,-6192.942938188383,-3183.35759147314
464,1056,-4361.118110406098,-6182.868771519159,-4170.176823485336
465,1040,-4328.488314361326,-6043.655405263919,-4283.581778517796
466,1248,-171.53757118880367,-5892.207930665203,-153.11117245012701
467,1253,-464.295898127132,-5963.734572161366,-391.51884507582554
468,1251,-339.2676741203393,-5933.16725155608,-274.6395637293706
469,1222,510.9522782840429,-5620.265441905536,714.715292180344
470,1254,-511.2378938917343,-5977.286283455637,-436.3688912872733
471,1255,-558.8088805805717,-5988.403829078842,-500.1317378404269
472,1256,-590.8100887518551,-6002.6855512278025,-534.5223828108776
473,1257,-627.0282126153256,-6021.698667232361,-566.6042709713779
474,1252,-399.4140725849577,-5948.760845533638,-338.7995907633342
475,1259,-671.4605644939932,-6059.699409601068,-641.0874081136483
476,1038,-4394.543694190487,-6049.591280159091,-4383.157175593813
477,1260,-721.7264888866687,-6074.260982064143,-708.3377598492984
478,1258,-662.5417057761249,-6040.809248991522,-554.7966519740507
479,1261,-748.8911273903004,-6086.579062958035,-791.8262332918914
480,1263,-933.7964558638009,-6117.130371719297,-1012.0273023780246
481,1264,-1026.2350479654292,-6132.2563843560365,-1114.4616800062342
482,1265,-1118.274490314608,-6148.480966871805,-1213.1244088957735
483,1262,-846.0719960443225,-6102.797845098329,-913.8177327789299
484,1267,-1311.8833884993828,-6188.960500739544,-1409.9853245790066
485,1268,-1409.260496229704,-6206.4597503864625,-1503.4357472279055
486,1266,-1215.6042045477977,-6167.768580387877,-1301.7264485238452
487,1269,-1500.546657437082,-6227.198724198757,-1588.752623969222
488,1270,-1586.9912381786007,-6248.534150613388,-1680.828799241918
489,1272,-1762.3779217582694,-6294.693084855657,-1851.3146306365754
490,1273,-1852.1382765778792,-6322.953035371778,-1955.7435328780386
491,1271,-1670.387057812924,-6271.714534608037,-1762.3197569873364
492,1276,-2118.8700889091415,-6392.654195796329,-2205.6739639836737
493,1275,-2027.9946461989146,-6369.616453246149,-2121.1410672420016
494,1277,-2207.50992335675,-6417.803926199031,-2296.8846176446846
495,1274,-1936.723734006705,-6346.661737035584,-2023.2167357454364
496,1278,-2305.4063402887723,-6444.643467408112,-2396.0760800436847
497,1279,-2410.0192922040424,-6472.234281821768,-2484.3130270831944
498,1282,-2700.2907843864914,-6555.323936113522,-2808.2180938632846
499,1281,-2603.918342097068,-6525.52136248147,-2686.6616568820073
500,1280,-2504.1836482897506,-6498.999233190806,-2587.2676534918046
501,1283,-2807.052476372506,-6585.890354913134,-2910.1030424145974
502,1284,-2915.6460955381576,-6617.656615656959,-3024.3874472490957
503,1287,-3220.3812279815406,-6710.925595851857,-3310.39738824969
504,1285,-3023.594480507005,-6648.517232335071,-3111.5419122017606
505,1289,-3466.2372596589244,-6781.393598644989,-3545.747221129688
506,1288,-3333.868016671826,-6743.854071890042,-3407.7853332371214
507,1290,-3607.054843916889,-6823.857858517524,-3677.69310753063
508,1291,-3762.6553176996076,-6870.1868755528685,-3815.385720778626
509,1292,-3918.1183662282974,-6918.844295484585,-3975.5469045580244
510,1286,-3118.6861186079523,-6679.911151439944,-3208.2650997112855
511,1293,-4072.626097475096,-6967.469826178992,-4139.2297797071815
512,1295,-4387.684953097863,-7072.104409197385,-4460.348456910611
513,1298,-4825.335327089364,-7213.199436081269,-4878.492062018134
514,1297,-4682.8544779389595,-7167.64689132368,-4737.867571621838
515,1299,-4970.320242670627,-7258.185245239228,-5026.948077216546
516,1294,-4234.305654100142,-7020.205558029063,-4309.289798989988
517,1300,-5101.154918912204,-7299.806336543658,-5175.714918508807
518,1302,-5354.064698444252,-7380.8754503352075,-5414.847319449778
519,1301,-5230.224072195313,-7341.408347638493,-5290.0698976235835
520,1306,-5764.859585013339,-7521.715263379958,-5835.5936943266715
521,1303,-5459.942814759987,-7416.889424358864,-5528.571683945591
522,1305,-5661.654660681621,-7485.8770854319755,-5739.7437636289
523,1307,-5881.042503981026,-7561.891017704146,-5942.488501993941
524,1304,-5564.132843774948,-7452.425296705525,-5642.396836503258
525,1308,-5981.782678892907,-7597.1882524989605,-6049.751255789841
526,1309,-6071.952574750567,-7629.256851062127,-6152.762097246092
527,1310,-6164.907017807795,-7663.351172868875,-6244.737900277935
528,1311,-6243.000540005504,-7691.654422529783,-6309.72613602838
529,823,-16111.07502457238,-4965.949699359155,-17220.596670614952
530,1312,-6310.270732086816,-7719.618252163293,-6378.092607996061
531,1313,-6379.897414826565,-7745.407541818131,-6444.788089541299
532,1315,-6510.790415470466,-7796.886539269022,-6573.407781954089
533,1314,-6447.02832934163,-7770.906897296049,-6504.044375776031
534,1316,-6570.437575543981,-7827.048928014365,-6640.919306628897
535,1317,-6644.826123851898,-7855.933445094384,-6713.957726829081
536,1318,-6710.107904535352,-7884.147327508938,-6773.199965888502
537,1320,-6839.905710828624,-7937.753999886434,-6895.395929445052
538,1319,-6780.580585665527,-7912.77420126701,-6850.721797301695
539,1321,-6891.041533570803,-7960.791311950776,-6934.201309484265
540,1323,-7000.488528949238,-8005.507788985387,-7051.545830576329
541,1325,-7093.823711806303,-8042.227856925697,-7135.099426870323
542,1328,-7254.047848083563,-8106.616302859281,-7321.973165503596
543,1322,-6952.076405644351,-7984.552749019008,-7005.9809284140665
544,1324,-7045.748605501976,-8022.21590446123,-7082.631735498342
545,1327,-7200.710953181415,-8084.967696696082,-7252.504373457219
546,1326,-7145.841241575748,-8063.066770270423,-7200.950889193283
547,1329,-7311.680284612874,-8130.083546103375,-7372.541010453349
548,1330,-7373.397475644316,-8155.097371205621,-7445.211011128368
549,1331,-7457.451872561274,-8181.293535427007,-7525.453500856856
550,1332,-7515.364611463451,-8203.879416343643,-7594.776905937742
551,1333,-7594.769237973079,-8230.276993187756,-7648.850210525505
552,1336,-7767.630637820669,-8296.65235437277,-7820.077710288875
553,1338,-7860.700346104777,-8335.231890396773,-7922.114413632623
554,1337,-7821.327111693418,-8317.68267296294,-7889.598063618068
555,1334,-7655.831632375134,-8252.683309854641,-7710.203654779925
556,1335,-7715.511724180734,-8275.765890505514,-7789.220688299737
557,1296,-4542.669407919493,-7121.090944615218,-4612.023814828799
558,1342,-8035.777006227421,-8411.564096752965,-8096.561259803671
559,1339,-7894.640506038481,-8351.834237687035,-7954.054904727806
560,1340,-7938.25785317402,-8371.562557405363,-8006.100006857082
561,1341,-7990.519264553073,-8391.315077075933,-8054.6053295395395
562,1347,-8171.524492632365,-8476.327809933911,-8236.042420585323
563,1345,-8127.611547345285,-8454.258679604916,-8186.20141245734
564,1343,-8074.953665699151,-8429.775156270349,-8155.630713202643
565,1344,-8102.099159022138,-8441.644013354455,-8164.136877809098
566,1349,-8199.072045615481,-8497.983943010398,-8254.76281605604
567,1352,-8240.740717626986,-8528.923285609948,-8307.251269488133
568,1351,-8228.562378998551,-8520.627286020186,-8284.096686618544
569,1350,-8215.225431162964,-8508.847672330048,-8272.111786010286
570,1353,-8250.866084402262,-8539.39388426887,-8321.191723543288
571,1354,-8275.228923571834,-8550.321916354915,-8355.65003944296
572,1355,-8306.044654911118,-8564.150540699891,-8377.047254152876
573,1356,-8317.780966610168,-8572.175681799828,-8391.657106666404
574,1346,-8152.513891251013,-8466.314781103958,-8232.725582359682
575,1358,-8355.466804108331,-8590.89020662921,-8442.237627194223
576,1359,-8369.684279574258,-8600.408428761537,-8464.265066773834
577,1357,-8334.16694681669,-8581.352299805927,-8419.814080746553
578,1360,-8387.58902285964,-8608.63959684249,-8458.57084141454
579,1361,-8403.090503497322,-8615.637618816363,-8491.982056489964
580,1362,-8421.299315005692,-8621.55986206123,-8504.032473240495
581,1363,-8444.771964948304,-8628.002525275515,-8529.714712898589
582,1364,-8465.310962685282,-8636.567654307466,-8540.073879557358
583,1365,-8482.380803122127,-8642.309135996338,-8551.625578732692
584,1367,-8491.335954773225,-8645.20658794765,-8550.055278662017
585,1366,-8488.141774758791,-8644.138763147505,-8546.966048952874
586,1368,-8485.409705897247,-8644.934959502418,-8548.337745088535
587,1369,-8484.788724004195,-8643.973674562087,-8544.2509290207
588,1371,-8502.280511704008,-8649.402431314757,-8555.462184229498
589,1370,-8495.222788141233,-8647.810412657856,-8541.369335105537
590,1372,-8515.741920687797,-8652.069245866516,-8546.220630793809
591,1373,-8529.332774119317,-8653.871743281215,-8567.478415704254
592,1374,-8525.75120649832,-8651.009693412216,-8562.42254317419
593,1376,-8523.079467601823,-8645.466598895513,-8557.179210740658
594,1377,-8502.652708581578,-8638.877843626597,-8549.864259057656
595,1375,-8522.389511855876,-8648.974665894775,-8553.131651539432
596,1379,-8471.40748664767,-8625.310628293413,-8525.082795527323
597,1380,-8457.401996823417,-8617.999064485954,-8496.363890776664
598,1378,-8489.723741366128,-8632.009588528837,-8518.22284566749
599,1382,-8413.790658564554,-8600.201172274079,-8452.856460324336
600,1381,-8435.881967597334,-8608.730401329758,-8474.213172922182
601,1383,-8399.44886088382,-8594.73117385923,-8441.914303204618
602,1384,-8388.135038901262,-8589.108115140893,-8424.83281013893
603,1385,-8376.7914956987,-8582.358002339339,-8415.47098133587
604,1387,-8355.992593213463,-8569.690595224407,-8383.655044453148
605,1386,-8367.71638446447,-8577.003112945851,-8431.574112899903
606,1388,-8319.132353106177,-8555.750492293406,-8341.784371086891
607,1389,-8275.274046024326,-8538.463728730254,-8295.091690244511
608,1390,-8232.764504978599,-8521.325298646156,-8256.201748036176
609,1348,-8192.432602673307,-8488.26066469594,-8254.846042274541
610,1391,-8192.940380464897,-8505.397422616024,-8228.725621118658
611,1393,-8123.591010429142,-8477.77154153195,-8177.943231305495
612,1392,-8158.309438832459,-8490.243013179079,-8187.8449836654345
613,1394,-8090.237031241981,-8463.112543027171,-8138.509583859843
614,1395,-8048.913588093805,-8445.766423693844,-8076.6942968025
615,1397,-7922.387646759964,-8401.046872251116,-7968.346581538492
616,1396,-7981.157765559324,-8422.499689693097,-8002.237126746228
617,1403,-7487.252223724165,-8235.786908026541,-7521.365443678047
618,1399,-7809.10494240731,-8355.43348834779,-7843.632259771641
619,1405,-7314.417888148906,-8173.673700731699,-7327.987052641795
620,1406,-7243.706241029424,-8145.229591574605,-7244.954274666976
621,1400,-7726.482863897529,-8328.627502775986,-7760.012725022538
622,1407,-7171.6223148472045,-8118.805542732832,-7171.767085191049
623,1402,-7570.558566201901,-8269.268144405652,-7597.600125245133
624,1411,-6811.337950663279,-7985.228831892194,-6821.249800058604
625,1410,-6901.966010398035,-8019.751502600115,-6904.990905103368
626,1414,-6485.071964379206,-7864.797591196607,-6484.549597070565
627,1413,-6603.456029215487,-7906.631343708818,-6610.964208393804
628,1409,-6995.647135823094,-8054.181297947348,-6998.876635199877
629,1408,-7092.384647252726,-8088.780327986477,-7082.115727102855
630,1401,-7652.202154432865,-8299.56709581563,-7677.777437461818
631,1417,-6184.991640905226,-7753.72591955366,-6186.985180875577
632,1418,-6090.669429725908,-7721.318436310439,-6105.309165293037
633,1404,-7393.318240503907,-8203.727123220582,-7410.078490343089
634,1416,-6277.416476060318,-7787.765466135528,-6293.393935981171
635,1415,-6376.040560744339,-7824.292335667669,-6381.704104255987
636,1412,-6709.96878631948,-7946.491783854437,-6727.865730019566
637,1420,-5870.049628960269,-7647.771150613848,-5866.366010356263
638,1398,-7850.107049787701,-8377.729941531878,-7884.332718135147
639,1419,-5990.170294571562,-7685.35700186975,-5989.781661074988
640,1423,-5501.499764140173,-7528.749902859325,-5485.024856303506
641,1422,-5627.212457378627,-7569.202602169159,-5620.187827585918
642,1425,-5194.640307618141,-7439.104175869159,-5176.293225491761
643,1426,-5055.306497908549,-7396.443237603468,-5038.004299344915
644,1429,-4643.807651139023,-7274.5950932574215,-4632.498523741244
645,1424,-5345.808350333842,-7484.46246938991,-5326.303682639008
646,1428,-4782.786084462421,-7314.525862123868,-4770.8024048489015
647,1432,-4259.38567819292,-7169.271236945148,-4258.90234276885
648,1171,12.878321300992411,-5433.94486712748,128.64549007994083
649,1435,-3884.6950385661767,-7066.101325058444,-3895.713409128475
650,1430,-4510.309189747534,-7238.377111066411,-4517.395395345371
651,1421,-5753.953712030488,-7608.8704514608635,-5730.887396239708
652,1431,-4379.858227404874,-7201.879585689471,-4384.4487492206845
653,1434,-4020.144060773635,-7102.886912044374,-4016.4667702232655
654,1436,-3748.311585824849,-7028.82042124844,-3782.4474652857975
655,1441,-3053.0489998411085,-6837.205895949313,-3095.0532417977747
656,1433,-4143.473216837789,-7136.437066705552,-4150.820215373471
657,1437,-3601.3544899300005,-6988.233177824766,-3619.4462084451184
658,1427,-4903.24043137461,-7353.675712079967,-4908.624101056808
659,1439,-3330.0391334004335,-6912.464535042014,-3377.3040285891598
660,1440,-3189.9130926321577,-6873.90236124478,-3220.0709498695915
661,1438,-3462.3352936076185,-6948.845839546875,-3498.1436065717726
662,1442,-2941.115104126936,-6804.875778041391,-2979.4976359882407
663,1445,-2593.4994994667063,-6706.5076361459705,-2624.332348926757
664,1446,-2479.26377632207,-6673.691226586159,-2515.206244143007
665,1448,-2248.582164355743,-6610.284470114144,-2280.975399784727
666,1447,-2361.1308868397427,-6641.732972917976,-2399.262474150567
667,1450,-2044.8230109116444,-6554.401101165035,-2082.7589460858944
668,1443,-2824.1652917407246,-6772.311853210089,-2875.5946839105463
669,1449,-2143.056772869316,-6581.2556409153,-2181.9799194040324
670,1444,-2709.457512766745,-6739.0009101307605,-2740.2033982437483
671,1456,-1460.4911419289454,-6401.193232758441,-1480.2448001980958
672,1454,-1650.5055785866944,-6451.455244950785,-1663.274531103792
673,1457,-1361.9247517608492,-6373.714963704447,-1386.5594267500294
674,1452,-1838.5493017838685,-6499.767888470836,-1869.1356643721704
675,1453,-1730.1452637163372,-6473.644289919221,-1754.0178350395026
676,1455,-1553.0040367134332,-6426.831374926315,-1574.5485199117377
677,1451,-1944.721977297003,-6527.477501563636,-1972.3027969835894
678,1459,-1167.1996733590377,-6317.694725265134,-1164.8146490799984
679,1462,-871.0688037989628,-6234.091346207233,-881.1953253587292
680,1458,-1265.9588655979928,-6346.808058654897,-1281.3772545420263
681,1464,-685.9744614735203,-6179.316633443994,-705.0297295626935
682,1460,-1062.9403110295168,-6289.251129904149,-1056.6545480268069
683,1461,-959.7475168914536,-6260.49967502841,-965.587714908188
